source,text,created_at,retweet_count,favorite_count,word_count,sentiment
Twitter for iPhone,What...,Sun Jan 27 01:39:07 +0000 2019,31498,128265,1,0
Twitter for iPhone,"“Ax falls quickly at BuzzFeed and Huffpost!” Headline, New York Post.",Sat Jan 26 21:37:07 +0000 2019,27742,119676,11,0.16583123951777
Twitter for iPhone,Fake News and bad journalism have caused a big downturn.,Sat Jan 26 21:37:07 +0000 2019,27742,119676,10,-0.6482669203345177
Twitter for iPhone,"Sadly, many others will follow.",Sat Jan 26 21:37:07 +0000 2019,27742,119676,5,-0.44721359549995793
Twitter for iPhone,The people want the Truth!,Sat Jan 26 21:37:07 +0000 2019,27742,119676,5,0.44721359549995793
Twitter for iPhone,"Only fools, or people with a political agenda, don’t want a Wall or Steel Barrier to protect our Country from Crime, Drugs and Human Trafficking.",Sat Jan 26 20:52:38 +0000 2019,32758,149753,26,-0.11766968108291043
Twitter for iPhone,It will happen - it always does!,Sat Jan 26 20:52:38 +0000 2019,32758,149753,6,0
Twitter for iPhone,BUILD A WALL &amp; CRIME WILL FALL!,Sat Jan 26 16:42:32 +0000 2019,32725,110528,7,-0.3401680257083045
Twitter for iPhone,https://t.co/a0G7GWi74k,Sat Jan 26 16:42:32 +0000 2019,32725,110528,7,0
Twitter for iPhone,"“We absolutely need a physical barrier or Wall, whatever you want to call it.",Sat Jan 26 14:32:46 +0000 2019,28562,125923,14,-0.24053511772118197
Twitter for iPhone,The President yesterday laid all that out.,Sat Jan 26 14:32:46 +0000 2019,28562,125923,7,0
Twitter for iPhone,"We need to do it all, including the Wall.",Sat Jan 26 14:32:46 +0000 2019,28562,125923,9,0.19999999999999998
Twitter for iPhone,"I provided the same information to the previous administration, &amp; it was ignored.” Mark Morgan, Border Chief for “O”!",Sat Jan 26 14:32:46 +0000 2019,28562,125923,19,-0.045883146774112336
Twitter for iPhone,"Thank you to the Republican National Committee, (the RNC), who voted UNANIMOUSLY yesterday to support me in the upcoming 2020 Election.",Sat Jan 26 14:23:29 +0000 2019,38807,205297,20,0.36895121628746524
Twitter for iPhone,"Considering that we have done more than any Administration in the first two years, this should be easy.",Sat Jan 26 14:23:29 +0000 2019,38807,205297,18,0.1885618083164127
Twitter for iPhone,More great things now in the works!,Sat Jan 26 14:23:29 +0000 2019,38807,205297,7,0.4346591439606113
Twitter for iPhone,"We have turned away, at great expense, two major Caravans, but a big one has now formed and is coming.",Sat Jan 26 14:06:39 +0000 2019,30352,130444,20,0.3270249417093442
Twitter for iPhone,At least 8000 people!,Sat Jan 26 14:06:39 +0000 2019,30352,130444,3,0
Twitter for iPhone,"If we had a powerful Wall, they wouldn’t even try to make the long and dangerous journey.",Sat Jan 26 14:06:39 +0000 2019,30352,130444,18,0.1532064692570853
Twitter for iPhone,Build the Wall and Crime will Fall!,Sat Jan 26 14:06:39 +0000 2019,30352,130444,7,-0.3401680257083045
Twitter for iPhone,21 days goes very quickly.,Sat Jan 26 14:01:48 +0000 2019,23307,107062,4,0.9
Twitter for iPhone,Negotiations with Democrats will start immediately.,Sat Jan 26 14:01:48 +0000 2019,23307,107062,6,0
Twitter for iPhone,"Will not be easy to make a deal, both parties very dug in.",Sat Jan 26 14:01:48 +0000 2019,23307,107062,13,-0.15254255396193803
Twitter for iPhone,The case for National Security has been greatly enhanced by what has been happening at the Border &amp; through dialogue.,Sat Jan 26 14:01:48 +0000 2019,23307,107062,20,0.32199378875996976
Twitter for iPhone,We will build the Wall!,Sat Jan 26 14:01:48 +0000 2019,23307,107062,5,0.044721359549995794
Twitter for iPhone,“I like the fact that the President is making the case (Border Security &amp; Crime) to the American people.,Sat Jan 26 13:52:30 +0000 2019,19649,88606,19,-0.057353933467640436
Twitter for iPhone,"Now we know where Nancy Pelosi, Chuck Schumer &amp; the Democrats stand, which is no Border Security.",Sat Jan 26 13:52:30 +0000 2019,19649,88606,17,0
Twitter for iPhone,"Will be big 2020 issue.” Matt Schlapp, Chair, ACU.",Sat Jan 26 13:52:30 +0000 2019,19649,88606,8,-0.2651650429449553
Twitter for iPhone,Bigger than anyone knows!,Sat Jan 26 13:52:30 +0000 2019,19649,88606,4,0
Twitter for iPhone,"If Roger Stone was indicted for lying to Congress, what about the lying done by Comey, Brennan, Clapper, Lisa Page &amp; lover, Baker and soooo many others?",Sat Jan 26 13:42:28 +0000 2019,44170,152841,27,-0.09622504486493763
Twitter for iPhone,"What about Hillary to FBI and her 33,000 deleted Emails?",Sat Jan 26 13:42:28 +0000 2019,44170,152841,9,0
Twitter for iPhone,What about Lisa &amp; Peter’s deleted texts &amp; Wiener’s laptop?,Sat Jan 26 13:42:28 +0000 2019,44170,152841,12,0
Twitter for iPhone,Much more!,Sat Jan 26 13:42:28 +0000 2019,44170,152841,2,0
Twitter for iPhone,I wish people would read or listen to my words on the Border Wall.,Sat Jan 26 00:33:50 +0000 2019,50827,215029,14,-0.5345224838248488
Twitter for iPhone,This was in no way a concession.,Sat Jan 26 00:33:50 +0000 2019,50827,215029,7,0.15118578920369088
Twitter for iPhone,"It was taking care of millions of people who were getting badly hurt by the Shutdown with the understanding that in 21 days, if no deal is done, it’s off to the races!",Sat Jan 26 00:33:50 +0000 2019,50827,215029,33,0.04351941398892446
Twitter for iPhone,https://t.co/RUFlgMxOUq,Fri Jan 25 19:39:28 +0000 2019,18610,71928,4,0
Twitter for iPhone,Greatest Witch Hunt in the History of our Country!,Fri Jan 25 16:16:09 +0000 2019,41533,169768,9,0.033333333333333326
Twitter for iPhone,NO COLLUSION!,Fri Jan 25 16:16:09 +0000 2019,41533,169768,2,0.35355339059327373
Twitter for iPhone,"Border Coyotes, Drug Dealers and Human Traffickers are treated better.",Fri Jan 25 16:16:09 +0000 2019,41533,169768,10,0.14230249470757708
Twitter for iPhone,Who alerted CNN to be there?,Fri Jan 25 16:16:09 +0000 2019,41533,169768,6,0
Twitter for iPhone,A third rate conman who interviewed me many years ago for just a short period of time has been playing his biggest con of all on Fake News CNN.,Fri Jan 25 03:28:25 +0000 2019,26492,123927,29,-0.23211917272131485
Twitter for iPhone,"Michael D’Antonio, a broken down hack who knows nothing about me, goes on night after night telling made up Trump stories.",Fri Jan 25 03:28:25 +0000 2019,26492,123927,22,-0.2878209670800741
Twitter for iPhone,Disgraceful!,Fri Jan 25 03:28:25 +0000 2019,26492,123927,1,-0.5
Twitter for iPhone,Great earnings coming out of Stock Market.,Fri Jan 25 03:09:39 +0000 2019,23761,127359,7,0.1889822365046136
Twitter for iPhone,Too bad Media doesn’t devote much time to this!,Fri Jan 25 03:09:39 +0000 2019,23761,127359,10,-0.23717082451262844
Twitter for iPhone,"Nancy just said she “just doesn’t understand why?” Very simply, without a Wall it all doesn’t work.",Thu Jan 24 16:16:03 +0000 2019,44540,206721,19,0.4703022544346515
Twitter for iPhone,"Our Country has a chance to greatly reduce Crime, Human Trafficking, Gangs and Drugs.",Thu Jan 24 16:16:03 +0000 2019,44540,206721,14,-0.240535117721182
Twitter for iPhone,Should have been done for decades.,Thu Jan 24 16:16:03 +0000 2019,44540,206721,6,-0.4286607049870562
Twitter for iPhone,We will not Cave!,Thu Jan 24 16:16:03 +0000 2019,44540,206721,4,0.5
Twitter for iPhone,Without a Wall there cannot be safety and security at the Border or for the U.S.A.,Thu Jan 24 13:37:59 +0000 2019,32710,152754,18,-0.1885618083164127
Twitter for iPhone,BUILD THE WALL AND CRIME WILL FALL!,Thu Jan 24 13:37:59 +0000 2019,32710,152754,7,-0.3401680257083045
Twitter for iPhone,...,Thu Jan 24 13:34:26 +0000 2019,21611,108330,NA,0
Twitter for iPhone,"back home where they belong, no more Rockets or M’s being fired over Japan or anywhere else and, most importantly, no Nuclear Testing.",Thu Jan 24 13:34:26 +0000 2019,21611,108330,24,0.02041241452319315
Twitter for iPhone,"This is more than has ever been accomplished with North Korea, and the Fake News knows it.",Thu Jan 24 13:34:26 +0000 2019,21611,108330,17,0.1455213750217998
Twitter for iPhone,"I expect another good meeting soon, much potential!",Thu Jan 24 13:34:26 +0000 2019,21611,108330,8,0.40658639918226475
Twitter for iPhone,The Fake News Media loves saying “so little happened at my first summit with Kim Jong Un.” Wrong!,Thu Jan 24 13:21:59 +0000 2019,24095,112485,18,-0.11785113019775793
Twitter for iPhone,"After 40 years of doing nothing with North Korea but being taken to the cleaners, &amp; with a major war ready to start, in a short 15 months, relationships built, hostages &amp; remains....",Thu Jan 24 13:21:59 +0000 2019,24095,112485,31,0.17062503692543618
Twitter for iPhone,"So interesting that bad lawyer Michael Cohen, who sadly will not be testifying before Congress, is using the lawyer of Crooked Hillary Clinton to represent him - Gee, how did that happen?",Thu Jan 24 12:48:32 +0000 2019,24887,102112,31,0
Twitter for iPhone,"Remember July 4th weekend when Crooked went before FBI &amp; wasn’t sworn in, no tape, nothing?",Thu Jan 24 12:48:32 +0000 2019,24887,102112,17,-0.12126781251816648
Twitter for iPhone,The economy is doing great.,Thu Jan 24 11:56:31 +0000 2019,22603,108284,5,0.22360679774997896
Twitter for iPhone,More people working in U.S.A. today than at any time in our HISTORY.,Thu Jan 24 11:56:31 +0000 2019,22603,108284,15,0.1161895003862225
Twitter for iPhone,Media barely covers!,Thu Jan 24 11:56:31 +0000 2019,22603,108284,3,0
Twitter for iPhone,@foxandfriends,Thu Jan 24 11:56:31 +0000 2019,22603,108284,1,0
Twitter for iPhone,"“This is everything FDR dreamed about, the New Deal to put America back to work.",Thu Jan 24 11:51:52 +0000 2019,17101,73173,15,0.33565855667130945
Twitter for iPhone,"Think of LBJ, he gave people food stamps &amp; welfare.",Thu Jan 24 11:51:52 +0000 2019,17101,73173,10,0.12649110640673517
Twitter for iPhone,Donald Trump’s giving them a job.,Thu Jan 24 11:51:52 +0000 2019,17101,73173,7,0.05669467095138408
Twitter for iPhone,He’s got a lot of good things to talk about.,Thu Jan 24 11:51:52 +0000 2019,17101,73173,11,0.34673804626442817
Twitter for iPhone,"News stories do not accurately cover him, should correct.” @DougWead",Thu Jan 24 11:51:52 +0000 2019,17101,73173,10,0
Twitter for iPhone,"A great new book just out, “Game of Thorns,” by Doug Wead, Presidential Historian and best selling author.",Thu Jan 24 11:35:48 +0000 2019,14657,77760,18,0.5421151989096864
Twitter for iPhone,"The book covers the campaign of 2016, and what could be more exciting than that?",Thu Jan 24 11:35:48 +0000 2019,14657,77760,14,0.36080267658177295
Twitter for iPhone,....,Thu Jan 24 04:18:30 +0000 2019,19491,94762,NA,0
Twitter for iPhone,"alternative venue for the SOTU Address because there is no venue that can compete with the history, tradition and importance of the House Chamber.",Thu Jan 24 04:18:30 +0000 2019,19491,94762,24,0.02041241452319315
Twitter for iPhone,I look forward to giving a “great” State of the Union Address in the near future!,Thu Jan 24 04:18:30 +0000 2019,19491,94762,16,0.3375
Twitter for iPhone,"As the Shutdown was going on, Nancy Pelosi asked me to give the State of the Union Address.",Thu Jan 24 04:12:07 +0000 2019,20644,98956,18,0
Twitter for iPhone,I agreed.,Thu Jan 24 04:12:07 +0000 2019,20644,98956,2,0.35355339059327373
Twitter for iPhone,"She then changed her mind because of the Shutdown, suggesting a later date.",Thu Jan 24 04:12:07 +0000 2019,20644,98956,13,0
Twitter for iPhone,This is her prerogative - I will do the Address when the Shutdown is over.,Thu Jan 24 04:12:07 +0000 2019,20644,98956,14,0
Twitter for iPhone,I am not looking for an....,Thu Jan 24 04:12:07 +0000 2019,20644,98956,6,0
Twitter for iPhone,“The Historic Results of President Donald J. Trump’s First Two Years in Office” https://t.co/AFnWWiLlCa,Wed Jan 23 19:09:40 +0000 2019,25025,90977,18,0.12963624321753373
Twitter for iPhone,Even Trump Haters like (MS)NBC acknowledge you “BUILD A WALL &amp; CRIME WILL FALL!” https://t.co/bKIgmHUW5P,Wed Jan 23 19:00:06 +0000 2019,31605,105056,20,-0.22360679774997896
Twitter for iPhone,The citizens of Venezuela have suffered for too long at the hands of the illegitimate Maduro regime.,Wed Jan 23 18:47:53 +0000 2019,80393,196056,17,-0.6063390625908325
Twitter for iPhone,"Today, I have officially recognized the President of the Venezuelan National Assembly, Juan Guaido, as the Interim President of Venezuela.",Wed Jan 23 18:47:53 +0000 2019,80393,196056,20,0.05590169943749474
Twitter for iPhone,https://t.co/WItWPiG9jK,Wed Jan 23 18:47:53 +0000 2019,80393,196056,5,0
Twitter for iPhone,BUILD A WALL &amp; CRIME WILL FALL!,Wed Jan 23 12:59:50 +0000 2019,53556,221582,7,-0.3401680257083045
Twitter for iPhone,BUILD A WALL &amp; CRIME WILL FALL!,Wed Jan 23 12:57:29 +0000 2019,38896,166066,7,-0.3401680257083045
Twitter for iPhone,"This is the new theme, for two years until the Wall is finished (under construction now), of the Republican Party.",Wed Jan 23 12:57:29 +0000 2019,38896,166066,20,0.17888543819998318
Twitter for iPhone,Use it and pray!,Wed Jan 23 12:57:29 +0000 2019,38896,166066,4,0.05
Twitter for iPhone,Great unity in the Republican Party.,Wed Jan 23 12:48:55 +0000 2019,24278,120790,6,0.4082482904638631
Twitter for iPhone,"Want to, once and for all, put an end to stoppable crime and drugs!",Wed Jan 23 12:48:55 +0000 2019,24278,120790,14,-0.2004459314343183
Twitter for iPhone,Border Security and Wall.,Wed Jan 23 12:48:55 +0000 2019,24278,120790,4,0
Twitter for iPhone,No doubt!,Wed Jan 23 12:48:55 +0000 2019,24278,120790,2,0.5303300858899106
Twitter for iPhone,"Deroy Murdock, National Review: “We are now exporting oil, which is the first time in my lifetime - we are right now the largest producer of oil and gas.",Wed Jan 23 02:00:56 +0000 2019,28613,119418,28,0.22677868380553637
Twitter for iPhone,This is not good if you’re Vladimir Putin where your chief export is oil.,Wed Jan 23 02:00:56 +0000 2019,28613,119418,15,-0.19364916731037085
Twitter for iPhone,W.H.,Wed Jan 23 02:00:56 +0000 2019,28613,119418,2,0
Twitter for iPhone,Agent - Not good for Kremlin.” @TuckerCarlson,Wed Jan 23 02:00:56 +0000 2019,28613,119418,6,-0.3061862178478973
Twitter for iPhone,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Wed Jan 23 00:19:47 +0000 2019,21462,112788,15,0.45184805705753195
Twitter for iPhone,Not only a great player but a great person.,Wed Jan 23 00:19:47 +0000 2019,21462,112788,9,0.3748666666666667
Twitter for iPhone,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Wed Jan 23 00:19:47 +0000 2019,21462,112788,15,0.10327955589886445
Twitter for iPhone,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Wed Jan 23 00:19:47 +0000 2019,21462,112788,7,0
Twitter for iPhone,...,Tue Jan 22 16:06:31 +0000 2019,30691,117932,NA,0
Twitter for iPhone,"big Crooked Hillary law firm, represented by her lawyer Michael Sussmann (do you believe this?) who worked Baker hard &amp; gave him Oppo Research for “a Russia probe.” This meeting, now exposed, is the subject of Senate inquiries and much more.",Tue Jan 22 16:06:31 +0000 2019,30691,117932,41,-0.11713032141645455
Twitter for iPhone,An Unconstitutional Hoax.,Tue Jan 22 16:06:31 +0000 2019,30691,117932,3,-0.8660254037844387
Twitter for iPhone,@FoxNews,Tue Jan 22 16:06:31 +0000 2019,30691,117932,1,0
Twitter for iPhone,Former FBI top lawyer James Baker just admitted involvement in FISA Warrant and further admitted there  were IRREGULARITIES in the way the Russia probe was handled.,Tue Jan 22 15:53:58 +0000 2019,30609,105700,26,0.38242646351945886
Twitter for iPhone,"They relied heavily on the unverified Trump “Dossier” paid for by the DNC &amp; Clinton Campaign, &amp; funded through a...",Tue Jan 22 15:53:58 +0000 2019,30609,105700,20,-0.04024922359499622
Twitter for iPhone,"The reason Sarah Sanders does not go to the “podium” much anymore is that the press covers her so rudely &amp; inaccurately, in particular certain members of the press.",Tue Jan 22 15:28:57 +0000 2019,39118,171367,29,-0.20797877875829807
Twitter for iPhone,"I told her not to bother, the word gets out anyway!",Tue Jan 22 15:28:57 +0000 2019,39118,171367,11,0.22613350843332272
Twitter for iPhone,"Most will never cover us fairly &amp; hence, the term, Fake News!",Tue Jan 22 15:28:57 +0000 2019,39118,171367,12,-0.24537386440559095
Twitter for iPhone,The United States has a great economic story to tell.,Tue Jan 22 15:01:11 +0000 2019,20420,106656,10,0.23717082451262844
Twitter for iPhone,"Number one in the World, by far!",Tue Jan 22 15:01:11 +0000 2019,20420,106656,7,0
Twitter for iPhone,"Last time I went to Davos, the Fake News said I should not go there.",Tue Jan 22 15:00:04 +0000 2019,25585,109108,15,-0.19364916731037085
Twitter for iPhone,"This year, because of the Shutdown, I decided not to go, and the Fake News said I should be there.",Tue Jan 22 15:00:04 +0000 2019,25585,109108,20,-0.16770509831248423
Twitter for iPhone,The fact is that the people understand the media better than the media understands them!,Tue Jan 22 15:00:04 +0000 2019,25585,109108,15,0.7229568912920511
Twitter for iPhone,Never seen @senatemajldr and Republicans so united on an issue as they are on the Humanitarian Crisis &amp; Security on our Southern Border.,Tue Jan 22 14:48:46 +0000 2019,19978,90789,23,-0.05212860351426869
Twitter for iPhone,"If we create a Wall or Barrier which prevents Criminals and Drugs from flowing into our Country, Crime will go down by record numbers!",Tue Jan 22 14:48:46 +0000 2019,19978,90789,24,-0.28577380332470415
Twitter for iPhone,"Marist/NPR/PBS Poll shows President Trump’s approval rating among Latinos going to 50%, an increase in one year of 19%.",Tue Jan 22 13:25:03 +0000 2019,21174,95381,20,0.3130495168499705
Twitter for iPhone,"Thank you, working hard!",Tue Jan 22 13:25:03 +0000 2019,21174,95381,4,0.25
Twitter for iPhone,"FBI top lawyer confirms “unusual steps.” They relied on the Clinton Campaign’s Fake &amp; Unverified “Dossier,” which is illegal.",Tue Jan 22 13:15:09 +0000 2019,25856,100625,20,-0.35777087639996635
Twitter for iPhone,“That has corrupted them.,Tue Jan 22 13:15:09 +0000 2019,25856,100625,4,-0.5
Twitter for iPhone,"That has enabled them to gather evidence by UNCONSTITUTIONAL MEANS, and that’s what they did to the President.” Judge Napolitano",Tue Jan 22 13:15:09 +0000 2019,25856,100625,21,0.021821789023599235
Twitter for iPhone,Without a Wall our Country can never have Border or National Security.,Tue Jan 22 12:48:22 +0000 2019,24644,106491,12,0
Twitter for iPhone,"With a powerful Wall or Steel Barrier, Crime Rates (and Drugs) will go substantially down all over the U.S.",Tue Jan 22 12:48:22 +0000 2019,24644,106491,20,0.02236067977499789
Twitter for iPhone,The Dems know this but want to play political games.,Tue Jan 22 12:48:22 +0000 2019,24644,106491,10,0
Twitter for iPhone,Must finally be done correctly.,Tue Jan 22 12:48:22 +0000 2019,24644,106491,5,0.5366563145999496
Twitter for iPhone,No Cave!,Tue Jan 22 12:48:22 +0000 2019,24644,106491,2,0.7071067811865475
Twitter for iPhone,“The Democrats are playing politics with Border Security.”  @foxandfriends,Tue Jan 22 12:35:46 +0000 2019,16540,78953,9,0
Twitter for iPhone,Nick Sandmann and the students of Covington have become symbols of Fake News and how evil it can be.,Tue Jan 22 12:32:19 +0000 2019,38014,162047,19,-0.3441236008058426
Twitter for iPhone,"They have captivated the attention of the world, and I know they will use it for the good - maybe even to bring people together.",Tue Jan 22 12:32:19 +0000 2019,38014,162047,24,0.28577380332470415
Twitter for iPhone,"It started off unpleasant, but can end in a dream!",Tue Jan 22 12:32:19 +0000 2019,38014,162047,10,-0.05929270612815711
Twitter for iPhone,Looking like Nick Sandman &amp; Covington Catholic students were treated unfairly with early judgements proving out to be false - smeared by media.,Tue Jan 22 02:46:23 +0000 2019,43866,166276,22,-0.12792042981336624
Twitter for iPhone,"Not good, but making big comeback!",Tue Jan 22 02:46:23 +0000 2019,43866,166276,6,-0.07654655446197432
Twitter for iPhone,“New footage shows that media was wrong about teen’s encounter with Native American” @TuckerCarlson,Tue Jan 22 02:46:23 +0000 2019,43866,166276,15,-0.05163977794943221
Twitter for iPhone,"Democrats are kidding themselves (they don’t really believe it!) if they say you can stop Crime, Drugs, Human Trafficking and Caravans without a Wall or Steel Barrier.",Mon Jan 21 23:45:02 +0000 2019,36667,161116,28,-0.2267786838055363
Twitter for iPhone,Stop playing games and give America the Security it deserves.,Mon Jan 21 23:45:02 +0000 2019,36667,161116,10,-0.12649110640673517
Twitter for iPhone,A Humanitarian Crisis!,Mon Jan 21 23:45:02 +0000 2019,36667,161116,3,0.14433756729740646
Twitter for iPhone,Four people in Nevada viciously robbed and killed by an illegal immigrant who should not have been in our Country.,Mon Jan 21 23:37:28 +0000 2019,40389,153112,20,-0.7826237921249264
Twitter for iPhone,26 people killed on the Border in a drug and gang related fight.,Mon Jan 21 23:37:28 +0000 2019,40389,153112,12,-0.5484827557301446
Twitter for iPhone,Two large Caravans from Honduras broke into Mexico and are headed our way.,Mon Jan 21 23:37:28 +0000 2019,40389,153112,13,-0.20801257358446093
Twitter for iPhone,We need a powerful Wall!,Mon Jan 21 23:37:28 +0000 2019,40389,153112,5,0.33541019662496846
Twitter for iPhone,"If Nancy Pelosi thinks that Walls are “immoral,” why isn’t she requesting that we take down all of the existing Walls between the U.S. and Mexico, even the new ones just built in San Diego at their very strong urging.",Mon Jan 21 22:08:55 +0000 2019,29631,128855,42,0.18516401995451032
Twitter for iPhone,Let millions of unchecked “strangers” just flow into the U.S.,Mon Jan 21 22:08:55 +0000 2019,29631,128855,11,-0.18090680674665816
Twitter for iPhone,China posts slowest economic numbers since 1990 due to U.S. trade tensions and new policies.,Mon Jan 21 21:57:59 +0000 2019,20519,100978,15,0.07745966692414835
Twitter for iPhone,"Makes so much sense for China to finally do a Real Deal, and stop playing around!",Mon Jan 21 21:57:59 +0000 2019,20519,100978,16,0.2725
Twitter for iPhone,"Today, it was my great honor to visit the Martin Luther King Jr.",Mon Jan 21 17:46:05 +0000 2019,19885,98554,13,0.5547001962252291
Twitter for iPhone,"Memorial with @VP Mike Pence, in honor of #MLKDay https://t.co/YsDEA3kygd",Mon Jan 21 17:46:05 +0000 2019,19885,98554,14,0.2672612419124244
Twitter for iPhone,Democrats campaigned on working within Washington and “getting things done!” How is that working out?,Mon Jan 21 15:40:50 +0000 2019,23843,93823,15,0.12909944487358055
Twitter for iPhone,#2020TAKEBACKTHEHOUSE,Mon Jan 21 15:40:50 +0000 2019,23843,93823,1,0
Twitter for iPhone,"Today we celebrate Dr. Martin Luther King, Jr. for standing up for the self-evident truth Americans hold so dear, that no matter what the color of our skin or the place of our birth, we are all created equal by God.",Mon Jan 21 15:39:09 +0000 2019,23194,101651,42,0.3086066999241838
Twitter for iPhone,#MLKDay https://t.co/pEaVpCB8M4,Mon Jan 21 15:39:09 +0000 2019,23194,101651,6,0
Twitter for iPhone,"Last year was the best year for American Manufacturing job growth since 1997, or 21 years.",Mon Jan 21 15:22:36 +0000 2019,26899,113479,14,0.2672612419124244
Twitter for iPhone,"The previous administration said manufacturing will not come back to the U.S., “you would need a magic wand.” I guess I found the MAGIC WAND - and it is only getting better!",Mon Jan 21 15:22:36 +0000 2019,26899,113479,32,0.22273863607376246
Twitter for iPhone,“No President in modern times has kept more promises than Donald Trump!” Thank you Bill Bennett @SteveHiltonx,Mon Jan 21 05:03:01 +0000 2019,19810,100028,17,0.24738633753705963
Twitter for iPhone,Curt Schilling deserves to be in the Baseball Hall of Fame.,Mon Jan 21 04:08:13 +0000 2019,14383,78360,11,0.04522670168666455
Twitter for iPhone,"Great record, especially when under pressure and when it mattered most.",Mon Jan 21 04:08:13 +0000 2019,14383,78360,11,-0.12060453783110546
Twitter for iPhone,Do what everyone in Baseball knows is right!,Mon Jan 21 04:08:13 +0000 2019,14383,78360,8,0.282842712474619
Twitter for iPhone,@marklevinshow,Mon Jan 21 04:08:13 +0000 2019,14383,78360,1,0
Twitter for iPhone,"Congratulations to Bob Kraft, Bill Belichick, Tom Brady and the entire New England Patriots team on a great game and season.",Mon Jan 21 03:43:06 +0000 2019,22086,124234,21,0.4473466749837844
Twitter for iPhone,Will be a fantastic Super Bowl!,Mon Jan 21 03:43:06 +0000 2019,22086,124234,6,0.6123724356957946
Twitter for iPhone,"To all of the great people who are working so hard for your Country and not getting paid I say, THANK YOU - YOU ARE GREAT PATRIOTS!",Mon Jan 21 01:25:06 +0000 2019,39614,190695,26,0.09805806756909202
Twitter for iPhone,"We must now work together, after decades of abuse, to finally fix the Humanitarian, Criminal &amp; Drug Crisis at our Border.",Mon Jan 21 01:25:06 +0000 2019,39614,190695,21,-0.20730699572419276
Twitter for iPhone,WE WILL WIN BIG!,Mon Jan 21 01:25:06 +0000 2019,39614,190695,4,0.375
Twitter for iPhone,A truly great First Lady who doesn’t get the credit she deserves!,Mon Jan 21 00:50:08 +0000 2019,30114,164293,13,0.36055512754639896
Twitter for iPhone,https://t.co/Wc9bYtoLKq,Mon Jan 21 00:50:08 +0000 2019,30114,164293,5,0
Twitter for iPhone,Thanks James!,Mon Jan 21 00:48:09 +0000 2019,20850,94304,2,0.42426406871192845
Twitter for iPhone,https://t.co/iTdCEEiiRv,Mon Jan 21 00:48:09 +0000 2019,20850,94304,4,0
Twitter for iPhone,Will do a fantastic job!,Mon Jan 21 00:37:50 +0000 2019,8097,39465,5,0.33541019662496846
Twitter for iPhone,https://t.co/YkcenJhzsK,Mon Jan 21 00:37:50 +0000 2019,8097,39465,4,0
Twitter for iPhone,https://t.co/yQkCrpooIT,Sun Jan 20 18:16:46 +0000 2019,26653,91174,4,0
Twitter for iPhone,The Media is not giving us credit for the tremendous progress we have made with North Korea.,Sun Jan 20 18:16:22 +0000 2019,23374,102505,17,0.02425356250363329
Twitter for iPhone,Think of where we were at the end of the Obama Administration compared to now.,Sun Jan 20 18:16:22 +0000 2019,23374,102505,15,0
Twitter for iPhone,Great meeting this week with top Reps.,Sun Jan 20 18:16:22 +0000 2019,23374,102505,7,0.5669467095138409
Twitter for iPhone,Looking forward to meeting with Chairman Kim at end of February!,Sun Jan 20 18:16:22 +0000 2019,23374,102505,11,0.3768891807222045
Twitter for iPhone,Thank you David!,Sun Jan 20 14:33:25 +0000 2019,17319,73726,3,0.2886751345948129
Twitter for iPhone,https://t.co/zsmNfTjEDR,Sun Jan 20 14:33:25 +0000 2019,17319,73726,4,0
Twitter for iPhone,"Don’t forget, we are building and renovating big sections of Wall right now.",Sun Jan 20 14:20:57 +0000 2019,28516,138281,14,0.17371980724307587
Twitter for iPhone,"Moving quickly, and will cost far less than previous politicians thought possible.",Sun Jan 20 14:20:57 +0000 2019,28516,138281,12,0.2886751345948129
Twitter for iPhone,"Building, after all, is what I do best, even when money is not readily available!",Sun Jan 20 14:20:57 +0000 2019,28516,138281,15,-0.33565855667130945
Twitter for iPhone,"Wow, just heard that my poll numbers with Hispanics has gone up 19%, to 50%.",Sun Jan 20 14:03:26 +0000 2019,34445,160643,13,0.1386750490563073
Twitter for iPhone,"That is because they know the Border issue better than anyone, and they want Security, which can only be gotten with a Wall.",Sun Jan 20 14:03:26 +0000 2019,34445,160643,23,-0.041702882811414946
Twitter for iPhone,"Nancy, I am still thinking about the State of the Union speech, there are so many options - including doing it as per your written offer (made during the Shutdown, security is no problem), and my written acceptance.",Sun Jan 20 13:51:26 +0000 2019,21950,101326,37,0.41099746826339323
Twitter for iPhone,"While a contract is a contract, I’ll get back to you soon!",Sun Jan 20 13:51:26 +0000 2019,21950,101326,13,0
Twitter for iPhone,Nancy Pelosi has behaved so irrationally &amp; has gone so far to the left that she has now officially become a Radical Democrat.,Sun Jan 20 13:35:46 +0000 2019,41539,162528,23,-0.3336230624913197
Twitter for iPhone,She is so petrified of the “lefties” in her party that she has lost control...,Sun Jan 20 13:35:46 +0000 2019,41539,162528,15,-0.3227486121839514
Twitter for iPhone,"And by the way, clean up the streets in San Francisco, they are disgusting!",Sun Jan 20 13:35:46 +0000 2019,41539,162528,14,-0.0668153104781061
Twitter for iPhone,"No, Amnesty is not a part of my offer.",Sun Jan 20 13:23:28 +0000 2019,22734,94501,9,-0.3666666666666667
