source,text,created_at,retweet_count,favorite_count,word_count,sentiment
Twitter for iPhone,Will be speaking with Germany and France this morning.,Mon Jul 03 11:00:56 +0000 2017,11325,69696,9,0
Media Studio,"America's men &amp; women in uniform is the story of FREEDOM overcoming OPPRESSION, the STRONG protecting the WEAK, &amp; G… https://t.co/LtTpGsP3fC",Mon Jul 03 02:13:07 +0000 2017,25922,104824,25,0.32999999999999996
Twitter for iPhone,"Stock Market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",Sun Jul 02 23:55:23 +0000 2017,31927,136448,24,-0.21433035249352805
Media Studio,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!… https://t.co/EwnwCeuGMv,Sun Jul 02 20:04:24 +0000 2017,28208,111220,22,0.31980107453341566
Twitter for iPhone,#FraudNewsCNN #FNN https://t.co/WYUnHjjUjg,Sun Jul 02 13:21:42 +0000 2017,369530,605098,6,0
Twitter for iPhone,We will always take care of our GREAT VETERANS.,Sun Jul 02 04:47:04 +0000 2017,30040,129665,9,0.5
Twitter for iPhone,"You have shed your blood, poured your love, and bared your soul, in… https://t.co/bTPuerxLOr",Sun Jul 02 04:47:04 +0000 2017,30040,129665,17,0.18190171877724973
Twitter for iPhone,My use of social media is not Presidential - it’s MODERN DAY PRESIDENTIAL.,Sat Jul 01 22:41:58 +0000 2017,56387,199049,13,-0.16641005886756874
Twitter for iPhone,Make America Great Again!,Sat Jul 01 22:41:58 +0000 2017,56387,199049,4,0.25
Twitter for iPhone,I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,Sat Jul 01 22:08:37 +0000 2017,30847,121832,11,0
Twitter for iPhone,....,Sat Jul 01 22:02:27 +0000 2017,18274,89370,NA,0
Twitter for iPhone,"the 2016 election with interviews, speeches and social media.",Sat Jul 01 22:02:27 +0000 2017,18274,89370,8,0
Twitter for iPhone,"I had to beat #FakeNews, and did.",Sat Jul 01 22:02:27 +0000 2017,18274,89370,7,0
Twitter for iPhone,We will continue to WIN!,Sat Jul 01 22:02:27 +0000 2017,18274,89370,5,0.40249223594996214
Twitter for iPhone,"The FAKE &amp; FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won....",Sat Jul 01 22:02:12 +0000 2017,29823,129842,24,-0.0509800052716749
Twitter for iPhone,Getting rdy to leave for tonight's Celebrate Freedom Concert honoring our GREAT VETERANS w/ so many of my evangelic… https://t.co/shfTAoMJry,Sat Jul 01 21:38:32 +0000 2017,11356,62718,23,0.5212860351426869
Media Studio,"Weekly Address🇺🇸 #KatesLaw
#NoSanctuaryForCriminalsAct
Statement: https://t.co/I8cqKGDK2B https://t.co/00mao6Vk7R",Sat Jul 01 21:01:20 +0000 2017,11420,50441,17,0
Twitter for iPhone,"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses.",Sat Jul 01 13:20:35 +0000 2017,24262,101893,24,0.1837117307087384
Twitter for iPhone,Too bad!,Sat Jul 01 13:20:35 +0000 2017,24262,101893,2,-0.5303300858899106
Twitter for iPhone,I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism.,Sat Jul 01 13:12:40 +0000 2017,41262,151428,17,0.18190171877724975
Twitter for iPhone,It's about time!,Sat Jul 01 13:12:40 +0000 2017,41262,151428,3,0
Twitter for iPhone,Numerous states are refusing to give information to the very distinguished VOTER FRAUD PANEL.,Sat Jul 01 13:07:05 +0000 2017,32189,110887,14,0.18975548175782134
Twitter for iPhone,What are they trying to hide?,Sat Jul 01 13:07:05 +0000 2017,32189,110887,6,0
Twitter for iPhone,Word is that @Greta Van Susteren was let go by her out of control bosses at @NBC &amp; @Comcast because she refused to go along w/ 'Trump hate!',Sat Jul 01 12:59:52 +0000 2017,20308,80092,28,-0.2834733547569204
Twitter for iPhone,Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau.,Sat Jul 01 12:44:23 +0000 2017,16360,78780,22,0.7568625430624171
Twitter for iPhone,#Canada150,Sat Jul 01 12:44:23 +0000 2017,16360,78780,1,0
Twitter Ads,America will THINK BIG once again.,Fri Jun 30 22:43:58 +0000 2017,19603,85823,6,0.10206207261596577
Twitter Ads,We will inspire millions of children to carry on the proud tradition of American… https://t.co/hZCMp5cSJc,Fri Jun 30 22:43:58 +0000 2017,19603,85823,19,0.40147753427348304
Twitter for iPhone,The era of strategic patience with the North Korea regime has failed.,Fri Jun 30 20:55:44 +0000 2017,17773,72750,12,0.17320508075688773
Twitter for iPhone,That patience is over.,Fri Jun 30 20:55:44 +0000 2017,17773,72750,4,0.25
Twitter for iPhone,We are working closely… https://t.co/MxN04V2Yn4,Fri Jun 30 20:55:44 +0000 2017,17773,72750,10,0.07905694150420949
Twitter Web Client,"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers, b… https://t.co/DUZh6aMjJS",Fri Jun 30 18:19:13 +0000 2017,12384,57618,25,0.45
Twitter for iPhone,Watched low rated @Morning_Joe for first time in long time.,Fri Jun 30 12:55:08 +0000 2017,19328,83669,11,-0.30151134457776363
Twitter for iPhone,FAKE NEWS.,Fri Jun 30 12:55:08 +0000 2017,19328,83669,2,-0.5303300858899106
Twitter for iPhone,He called me to stop a National Enquirer article.,Fri Jun 30 12:55:08 +0000 2017,19328,83669,9,-0.13333333333333333
Twitter for iPhone,I said no!,Fri Jun 30 12:55:08 +0000 2017,19328,83669,3,0
Twitter for iPhone,Bad show,Fri Jun 30 12:55:08 +0000 2017,19328,83669,2,-0.5303300858899106
Twitter for iPhone,Crime and killings in Chicago have reached such epidemic proportions that I am sending in Federal help.,Fri Jun 30 10:48:38 +0000 2017,32567,120116,17,-0.36380343755449945
Twitter for iPhone,1714 shootings in Chicago this year!,Fri Jun 30 10:48:38 +0000 2017,32567,120116,5,0
Twitter for iPhone,"If Republican Senators are unable to pass what they are working on now, they should immediately REPEAL, and then REPLACE at a later date!",Fri Jun 30 10:37:57 +0000 2017,24777,93597,24,-0.051031036307982884
Twitter for iPhone,Just finished a very good meeting with the President of South Korea.,Fri Jun 30 01:44:01 +0000 2017,19755,92733,12,0.38971143170299744
Twitter for iPhone,Many subjects discussed including North Korea and new trade deal!,Fri Jun 30 01:44:01 +0000 2017,19755,92733,10,0.5217758139277825
Twitter Web Client,Our new American Energy Policy will unlock MILLIONS of jobs &amp; TRILLIONS in wealth.,Thu Jun 29 23:10:47 +0000 2017,18768,77736,14,0.34743961448615174
Twitter Web Client,We are on the cusp of a true ene… https://t.co/w5Y7UXZSSD,Thu Jun 29 23:10:47 +0000 2017,18768,77736,15,0
Twitter for iPhone,"When it comes to the future of America’s energy needs, we will FIND IT, we will DREAM IT, and we will BUILD IT.… https://t.co/m0HmPbUZ6C",Thu Jun 29 23:09:01 +0000 2017,12068,55492,30,0.06390096504226937
Twitter for iPhone,Statement on House Passage of Kate’s Law and No Sanctuary for Criminals Act.,Thu Jun 29 22:53:49 +0000 2017,12664,57604,14,0
Twitter for iPhone,https://t.co/uPRy9XgK5A,Thu Jun 29 22:53:49 +0000 2017,12664,57604,6,0
Twitter for iPhone,Good news out of the House with the passing of 'No Sanctuary for Criminals Act.',Thu Jun 29 22:28:23 +0000 2017,20630,94460,15,0.19364916731037085
Twitter for iPhone,Hopefully Senate will follow.,Thu Jun 29 22:28:23 +0000 2017,20630,94460,4,0.3
Twitter for iPhone,"Good news, House just passed #KatesLaw.",Thu Jun 29 21:37:02 +0000 2017,23135,101416,6,0.3061862178478973
Twitter for iPhone,Hopefully Senate will follow.,Thu Jun 29 21:37:02 +0000 2017,23135,101416,4,0.3
Twitter for iPhone,"""Mattis Says Trump’s Warning Stopped Chemical Weapons Attack In Syria"" https://t.co/XL9LLNKh8i",Thu Jun 29 21:13:22 +0000 2017,14651,59595,17,-0.4244373438135827
Twitter for iPhone,"Join me LIVE with @VP, @SecretaryPerry, @SecretaryZinke and @EPAScottPruitt.",Thu Jun 29 19:31:13 +0000 2017,4995,29944,9,0.08333333333333333
Twitter for iPhone,"#UnleashingAmericanEnergy
https://t.co/hlM7F2BQD9",Thu Jun 29 19:31:13 +0000 2017,4995,29944,7,0
Twitter for iPhone,MAKE AMERICA SAFE AGAIN!,Thu Jun 29 18:13:16 +0000 2017,15347,65347,4,0.375
Twitter for iPhone,"#NoSanctuaryForCriminalsAct 
#KatesLaw #SaveAmericanLives 

https://t.co/jbN4hPjqjS",Thu Jun 29 18:13:16 +0000 2017,15347,65347,8,0
Twitter for iPhone,"Today, the House votes on two crucial bills:
☑️#NoSanctuaryForCriminalsAct 
☑️#KatesLaw 
☑️Pass these bills &amp; lets… https://t.co/4N2c0oxMve",Thu Jun 29 16:53:44 +0000 2017,19979,75538,21,-0.021821789023599242
Twitter for iPhone,...,Thu Jun 29 12:58:23 +0000 2017,20927,80481,NA,0
Twitter for iPhone,"to Mar-a-Lago 3 nights in a row around New Year's Eve, and insisted on joining me.",Thu Jun 29 12:58:23 +0000 2017,20927,80481,17,0.0727606875108999
Twitter for iPhone,She was bleeding badly from a face-lift.,Thu Jun 29 12:58:23 +0000 2017,20927,80481,8,-0.44194173824159216
Twitter for iPhone,I said no!,Thu Jun 29 12:58:23 +0000 2017,20927,80481,3,0
Twitter for iPhone,I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore).,Thu Jun 29 12:52:17 +0000 2017,21887,83771,13,-0.34668762264076824
Twitter for iPhone,Then how come low I.Q.,Thu Jun 29 12:52:17 +0000 2017,21887,83771,6,0
Twitter for iPhone,"Crazy Mika, along with Psycho Joe, came..",Thu Jun 29 12:52:17 +0000 2017,21887,83771,7,-0.6614378277661476
Twitter for iPhone,New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S.,Thu Jun 29 12:27:35 +0000 2017,17960,83921,18,0.5656854249492381
Twitter for iPhone,Had no deal for many years which hurt U.S. badly.,Thu Jun 29 12:27:35 +0000 2017,17960,83921,11,-0.5276448530110863
Media Studio,Tomorrow the House votes on #KatesLaw &amp; No Sanctuary For Criminals Act.,Thu Jun 29 01:51:18 +0000 2017,21350,83031,12,0
Media Studio,Lawmakers must vote to put American safety… https://t.co/p3vd8IXXaD,Thu Jun 29 01:51:18 +0000 2017,21350,83031,13,0.22188007849009167
Twitter for iPhone,"From my first day in office, we’ve taken swift action to lift the crushing restrictions on American energy.",Wed Jun 28 22:32:47 +0000 2017,11703,55478,19,0
Twitter for iPhone,Remarks… https://t.co/VBoEubD59k,Wed Jun 28 22:32:47 +0000 2017,11703,55478,6,0
Twitter for iPhone,Democrats purposely misstated Medicaid under new Senate bill - actually goes up.,Wed Jun 28 21:26:27 +0000 2017,16480,51210,11,0.43417633619197965
Twitter for iPhone,https://t.co/necCt4K6UH,Wed Jun 28 21:26:27 +0000 2017,16480,51210,6,0
Twitter for iPhone,"Today, I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow.",Wed Jun 28 21:15:37 +0000 2017,8492,39782,15,0.2065591117977289
Twitter for iPhone,Watch and read more… https://t.co/5k8WzW1t68,Wed Jun 28 21:15:37 +0000 2017,8492,39782,10,0
Twitter for iPhone,It was my great honor to welcome the 2016 World Series Champion Chicago @Cubs ⚾️ to the @WhiteHouse this afternoon.… https://t.co/GvPhJ9hZdv,Wed Jun 28 21:06:39 +0000 2017,14024,74871,23,0.5212860351426869
Media Studio,"#ICYMI- on Monday, I had the great honor of welcoming India's Prime Minister @narendramodi to the WH.",Wed Jun 28 20:19:38 +0000 2017,10884,45347,17,0.6305926250944658
Media Studio,Full Remarks:… https://t.co/7IIQEh7xXv,Wed Jun 28 20:19:38 +0000 2017,10884,45347,7,0
Twitter for iPhone,"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!",Wed Jun 28 13:06:14 +0000 2017,13407,54720,20,0.19006577808748212
Twitter for iPhone,Some of the Fake News Media likes to say that I am not totally engaged in healthcare.,Wed Jun 28 10:58:59 +0000 2017,19282,91340,17,-0.0897381812634432
Twitter for iPhone,"Wrong, I know the subject well &amp; want victory for U.S.",Wed Jun 28 10:58:59 +0000 2017,19282,91340,12,0.23094010767585033
Twitter for iPhone,The failing @nytimes writes false story after false story about me.,Wed Jun 28 10:49:22 +0000 2017,20564,85278,11,-0.587947121926639
Twitter for iPhone,They don't even call to verify the facts of a story.,Wed Jun 28 10:49:22 +0000 2017,20564,85278,11,-0.06030226891555271
Twitter for iPhone,A Fake News Joke!,Wed Jun 28 10:49:22 +0000 2017,20564,85278,4,-0.07500000000000001
Twitter for iPhone,I just finished a great meeting with the Republican Senators concerning HealthCare.,Tue Jun 27 22:27:48 +0000 2017,17808,92179,12,0.14433756729740646
Twitter for iPhone,"They really want to get it right, unlike OCare!",Tue Jun 27 22:27:48 +0000 2017,17808,92179,9,0.48000000000000004
Twitter for iPhone,"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard!",Tue Jun 27 22:22:55 +0000 2017,15485,79017,22,-0.1385804656311468
Twitter for iPhone,"So they caught Fake News CNN cold, but what about NBC, CBS &amp; ABC?",Tue Jun 27 12:47:17 +0000 2017,33366,112223,14,-0.33407655239053047
Twitter for iPhone,What about the failing @nytimes &amp; @washingtonpost?,Tue Jun 27 12:47:17 +0000 2017,33366,112223,7,-0.2834733547569204
Twitter for iPhone,They are all Fake News!,Tue Jun 27 12:47:17 +0000 2017,33366,112223,5,-0.33541019662496846
Twitter for iPhone,Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories.,Tue Jun 27 12:30:38 +0000 2017,33067,121670,20,-0.3018691769624716
Twitter for iPhone,Ratings way down!,Tue Jun 27 12:30:38 +0000 2017,33067,121670,3,0
Twitter for iPhone,"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign.",Tue Jun 27 10:33:42 +0000 2017,34028,124621,14,-0.2004459314343183
Twitter for iPhone,What about all the other phony stories they do?,Tue Jun 27 10:33:42 +0000 2017,34028,124621,9,-0.25
Twitter for iPhone,FAKE NEWS!,Tue Jun 27 10:33:42 +0000 2017,34028,124621,2,-0.5303300858899106
Twitter for iPhone,"Great day for America's future Security and Safety, courtesy of the U.S.",Tue Jun 27 02:31:16 +0000 2017,24203,110626,13,0.49923017660270624
Twitter for iPhone,Supreme Court.,Tue Jun 27 02:31:16 +0000 2017,24203,110626,2,0.35355339059327373
Twitter for iPhone,"I will keep fighting for the American people, &amp; WIN!",Tue Jun 27 02:31:16 +0000 2017,24203,110626,10,-0.09486832980505139
Twitter for iPhone,"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election.""",Tue Jun 27 02:24:30 +0000 2017,18383,73622,14,0
Twitter for iPhone,Check out his statement - Witch Hunt!,Tue Jun 27 02:24:30 +0000 2017,18383,73622,6,-0.16329931618554522
Twitter for iPhone,Very grateful for the 9-O decision from the U. S.,Mon Jun 26 18:25:18 +0000 2017,35830,140532,10,0.5692099788303082
Twitter for iPhone,Supreme Court.,Mon Jun 26 18:25:18 +0000 2017,35830,140532,2,0.35355339059327373
Twitter for iPhone,We must keep America SAFE!,Mon Jun 26 18:25:18 +0000 2017,35830,140532,5,0.33541019662496846
Twitter for iPhone,"Republican Senators are working very hard to get there, with no help from the Democrats.",Mon Jun 26 13:14:24 +0000 2017,15454,71889,15,0
Twitter for iPhone,Not easy!,Mon Jun 26 13:14:24 +0000 2017,15454,71889,2,-0.565685424949238
Twitter for iPhone,Perhaps just let OCare crash &amp; burn!,Mon Jun 26 13:14:24 +0000 2017,15454,71889,7,-0.4346591439606113
Twitter for iPhone,..,Mon Jun 26 13:05:01 +0000 2017,19511,87496,NA,0
Twitter for iPhone,"under a magnifying glass, they have zero ""tapes"" of T people colluding.",Mon Jun 26 13:05:01 +0000 2017,19511,87496,12,-0.17320508075688773
Twitter for iPhone,There is no collusion &amp; no obstruction.,Mon Jun 26 13:05:01 +0000 2017,19511,87496,7,0.3779644730092272
Twitter for iPhone,I should be given apology!,Mon Jun 26 13:05:01 +0000 2017,19511,87496,5,0.2683281572999747
Twitter for iPhone,The real story is that President Obama did NOTHING after being informed in August about Russian meddling.,Mon Jun 26 12:59:31 +0000 2017,19276,76461,17,0
Twitter for iPhone,With 4 months looking at Russia...,Mon Jun 26 12:59:31 +0000 2017,19276,76461,5,0
Twitter for iPhone,...,Mon Jun 26 12:50:15 +0000 2017,16204,71698,NA,0
Twitter for iPhone,"and did not want to ""rock the boat.""",Mon Jun 26 12:50:15 +0000 2017,16204,71698,8,0
Twitter for iPhone,"He didn't ""choke,"" he colluded or obstructed, and it did the Dems and Crooked Hillary no good.",Mon Jun 26 12:50:15 +0000 2017,16204,71698,17,-0.2182820625326997
Twitter for iPhone,The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,Mon Jun 26 12:37:16 +0000 2017,25091,92384,24,0.2245365597551247
Twitter for iPhone,"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas.",Mon Jun 26 12:30:12 +0000 2017,20614,83433,13,0
Twitter for iPhone,All they do is delay and complain.,Mon Jun 26 12:30:12 +0000 2017,20614,83433,7,-0.5669467095138409
Twitter for iPhone,They own ObamaCare!,Mon Jun 26 12:30:12 +0000 2017,20614,83433,3,0
Twitter for iPhone,I am on @foxandfriends - Enjoy!,Sun Jun 25 12:07:41 +0000 2017,4556,29777,5,0.33541019662496846
Twitter for iPhone,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders.,Sun Jun 25 12:00:37 +0000 2017,26895,107302,14,-0.36080267658177295
Twitter for iPhone,Is she allowed to so collude?,Sun Jun 25 12:00:37 +0000 2017,26895,107302,6,-0.24494897427831783
Twitter for iPhone,Unfair to Bernie!,Sun Jun 25 12:00:37 +0000 2017,26895,107302,3,-0.2886751345948129
Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,Sat Jun 24 21:23:52 +0000 2017,46890,162744,4,0.25
Twitter for iPhone,I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!,Sat Jun 24 20:50:56 +0000 2017,19519,86830,21,-0.24003967925959166
Twitter for iPhone,"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election.",Sat Jun 24 20:44:36 +0000 2017,23108,88368,16,-0.25
Twitter for iPhone,They didn't want to hurt Hillary?,Sat Jun 24 20:44:36 +0000 2017,23108,88368,6,0.3061862178478973
Twitter for iPhone,"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action?",Sat Jun 24 20:28:46 +0000 2017,21460,88955,18,-0.05892556509887897
Twitter for iPhone,"Focus on them, not T!",Sat Jun 24 20:28:46 +0000 2017,21460,88955,5,0.2683281572999747
Twitter for iPhone,Democrats slam GOP healthcare proposal as Obamacare premiums &amp; deductibles increase by over 100%.,Sat Jun 24 12:51:33 +0000 2017,20917,81571,13,-0.06933752452815364
Twitter for iPhone,"Remember keep your doctor, keep your plan?",Sat Jun 24 12:51:33 +0000 2017,20917,81571,7,0
Twitter for iPhone,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia.,Sat Jun 24 00:43:48 +0000 2017,30820,103975,17,0.19402850002906638
Twitter for iPhone,Did nothing about it.,Sat Jun 24 00:43:48 +0000 2017,30820,103975,4,0
Twitter for iPhone,WHY?,Sat Jun 24 00:43:48 +0000 2017,30820,103975,1,0
Media Studio,WEEKLY ADDRESS🇺🇸 https://t.co/P1f12i9Gvt,Fri Jun 23 21:32:29 +0000 2017,12308,49890,9,0
Media Studio,"Today, it was a tremendous honor for me to sign the #VAaccountability Act into law, delivering my campaign promise… https://t.co/G0k8nFWqNj",Fri Jun 23 19:56:29 +0000 2017,16739,73540,25,0.35
Twitter for iPhone,"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations.",Fri Jun 23 10:39:50 +0000 2017,25607,121754,20,0.0670820393249937
Twitter for iPhone,Nice!,Fri Jun 23 10:39:50 +0000 2017,25607,121754,1,0.5
Twitter for iPhone,Will be on @foxandfriends.,Fri Jun 23 10:07:50 +0000 2017,6612,49717,4,0
Twitter for iPhone,Enjoy!,Fri Jun 23 10:07:50 +0000 2017,6612,49717,1,0.75
Media Studio,.@FLOTUS &amp; I were honored to host our first WH Congressional Picnic.,Fri Jun 23 02:33:37 +0000 2017,10160,54519,12,0.46188021535170065
Media Studio,A wonderful evening &amp; tradition.,Fri Jun 23 02:33:37 +0000 2017,10160,54519,5,0.33541019662496846
Media Studio,@MarineBand:… https://t.co/h5L4myWmam,Fri Jun 23 02:33:37 +0000 2017,10160,54519,7,0
Twitter for iPhone,We're all thinking of you @SteveScalise!,Thu Jun 22 23:27:50 +0000 2017,11857,56627,6,0
Twitter for iPhone,#TeamScalise https://t.co/Yqf6exhm7x,Thu Jun 22 23:27:50 +0000 2017,11857,56627,7,0
Twitter for iPhone,"Together, we are going to MAKE AMERICA GREAT AGAIN!",Thu Jun 22 23:12:12 +0000 2017,13160,61765,9,0.16666666666666666
Twitter for iPhone,#AmericaFirst🇺🇸 https://t.co/MVJbs44AtR,Thu Jun 22 23:12:12 +0000 2017,13160,61765,6,0
Twitter for iPhone,I am very supportive of the Senate #HealthcareBill.,Thu Jun 22 22:40:27 +0000 2017,11200,55678,8,0.4772970773009196
Twitter for iPhone,Look forward to making it really special!,Thu Jun 22 22:40:27 +0000 2017,11200,55678,7,0.7710475249388236
Twitter for iPhone,"Remember, ObamaCare is dead.",Thu Jun 22 22:40:27 +0000 2017,11200,55678,4,-0.5
Twitter for iPhone,"Mexico was just ranked the second deadliest country in the world, after only Syria.",Thu Jun 22 22:15:39 +0000 2017,43956,143033,14,0.10690449676496976
Twitter for iPhone,Drug trade is largely the cause.,Thu Jun 22 22:15:39 +0000 2017,43956,143033,6,-0.040824829046386304
Twitter for iPhone,We will BUILD THE WALL!,Thu Jun 22 22:15:39 +0000 2017,43956,143033,5,0.044721359549995794
Twitter for iPhone,"As promised, our campaign against the MS-13 gang continues.",Thu Jun 22 21:49:07 +0000 2017,12946,51873,9,-0.10000000000000002
Twitter for iPhone,"""@ICEgov Busts 39 MS-13 Members in New York Operation""
https://t.co/ki41GXeCMy",Thu Jun 22 21:49:07 +0000 2017,12946,51873,13,0.15254255396193803
Twitter for iPhone,...,Thu Jun 22 16:55:02 +0000 2017,13147,55734,NA,0
Twitter for iPhone,"whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings.",Thu Jun 22 16:55:02 +0000 2017,13147,55734,24,0
Twitter for iPhone,"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea...",Thu Jun 22 16:54:50 +0000 2017,14534,63688,19,-0.3441236008058426
Twitter for iPhone,I certainly hope the Democrats do not force Nancy P out.,Thu Jun 22 14:15:48 +0000 2017,26668,101602,11,0.45226701686664544
Twitter for iPhone,That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,Thu Jun 22 14:15:48 +0000 2017,26668,101602,15,-0.5783655130336409
Twitter for iPhone,...,Thu Jun 22 14:08:50 +0000 2017,25178,93519,NA,0
Twitter for iPhone,"Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't?",Thu Jun 22 14:08:50 +0000 2017,25178,93519,16,-0.1875
Twitter for iPhone,It's all a big Dem scam and excuse for losing the election!,Thu Jun 22 14:08:50 +0000 2017,25178,93519,12,-0.5051814855409226
Twitter for iPhone,...,Thu Jun 22 14:01:10 +0000 2017,19755,75311,NA,0
Twitter for iPhone,Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election).,Thu Jun 22 14:01:10 +0000 2017,19755,75311,18,0.05892556509887897
Twitter for iPhone,It's all a big Dem HOAX!,Thu Jun 22 14:01:10 +0000 2017,19755,75311,6,-0.3061862178478973
Twitter for iPhone,"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin.",Thu Jun 22 13:22:04 +0000 2017,26454,95899,20,0
Twitter for iPhone,Why didn't they stop them?,Thu Jun 22 13:22:04 +0000 2017,26454,95899,5,0.17888543819998318
Twitter for iPhone,Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump &amp; Russia.,Thu Jun 22 13:18:09 +0000 2017,19154,74394,22,-0.469041575982343
Twitter for iPhone,Great night in Iowa - special people.,Thu Jun 22 11:11:25 +0000 2017,10209,68048,6,0.530722777603022
Twitter for iPhone,Thank you!,Thu Jun 22 11:11:25 +0000 2017,10209,68048,2,0.35355339059327373
Twitter for iPhone,Thank you Kirkwood Community College.,Wed Jun 21 23:48:58 +0000 2017,8820,51527,5,0.49193495504995377
Twitter for iPhone,Heading to the U.S.,Wed Jun 21 23:48:58 +0000 2017,8820,51527,5,0
Twitter for iPhone,Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN… https://t.co/n6LS32a6Zn,Wed Jun 21 23:48:58 +0000 2017,8820,51527,17,0.24253562503633297
Twitter for iPhone,Just landed in Iowa.,Wed Jun 21 23:04:54 +0000 2017,8273,62038,4,0
Twitter for iPhone,See everyone soon!,Wed Jun 21 23:04:54 +0000 2017,8273,62038,3,0
Twitter for iPhone,#MAGA🇺🇸,Wed Jun 21 23:04:54 +0000 2017,8273,62038,1,0
Twitter for iPhone,"Democrats would do much better as a party if they got together with Republicans on Healthcare,Tax Cuts,Security.",Wed Jun 21 10:32:46 +0000 2017,28275,117542,19,0.27300472330596853
Twitter for iPhone,Obstruction doesn't work!,Wed Jun 21 10:32:46 +0000 2017,28275,117542,3,0.14433756729740646
Twitter for iPhone,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O!",Wed Jun 21 03:48:37 +0000 2017,35330,131758,18,0.49497474683058335
Twitter for iPhone,"All the Fake News, all the money spent = 0",Wed Jun 21 03:48:37 +0000 2017,35330,131758,8,-0.1414213562373095
Twitter for iPhone,Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District.,Wed Jun 21 03:12:00 +0000 2017,15716,82411,17,0.4244373438135827
Twitter for iPhone,We are all honored by your success tonight!,Wed Jun 21 03:12:00 +0000 2017,15716,82411,8,0.6187184335382291
Twitter for iPhone,Congratulations to Karen Handel on her big win in Georgia 6th.,Wed Jun 21 02:41:23 +0000 2017,25197,119303,11,0.45226701686664544
Twitter for iPhone,"Fantastic job, we are all very proud of you!",Wed Jun 21 02:41:23 +0000 2017,25197,119303,9,0.7000000000000001
Twitter for iPhone,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",Wed Jun 21 02:33:40 +0000 2017,18523,91654,15,0.5215617572892655
Twitter for iPhone,Things are looking great for Karen H!,Wed Jun 21 02:21:36 +0000 2017,10188,69998,7,0.1889822365046136
Twitter for iPhone,It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.,Wed Jun 21 01:42:59 +0000 2017,9130,47291,19,0.4588314677411235
Twitter for iPhone,➡️… https://t.co/J1ulOd6pYQ,Wed Jun 21 01:42:59 +0000 2017,9130,47291,6,0
Twitter for iPhone,"While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea, it has not worked out.",Tue Jun 20 18:38:11 +0000 2017,18358,83117,21,0.14184162865339506
Twitter for iPhone,At least I know China tried!,Tue Jun 20 18:38:11 +0000 2017,18358,83117,6,0
Twitter for iPhone,The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim.,Tue Jun 20 16:41:10 +0000 2017,14601,63708,19,-0.6882472016116852
Twitter for iPhone,Video: https://t.co/Rvm11ZbPk7,Tue Jun 20 16:41:10 +0000 2017,14601,63708,6,0
Twitter for iPhone,KAREN HANDEL FOR CONGRESS.,Tue Jun 20 10:02:06 +0000 2017,21313,82075,4,0
